ID,Date,Time,Sender,Message,SystemMessage,tokenized_message,pii
11,1/1/2024,8:50,Cindy,Ada yang tahu cara urus data Nomor Akun Aset Keuangan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Akun', 'Aset', 'Keuangan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12,1/1/2024,8:55,Budi,Ada yang tahu cara urus data Riwayat Pencarian di Internet? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Riwayat', 'Pencarian', 'di', 'Internet', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
13,1/1/2024,9:00,Dina,Ada yang tahu cara urus data Media Sosial? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Media', 'Sosial', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
14,1/1/2024,9:05,Cindy,Nomor Nomor Telepon aku yang baru itu 08151026376.,FALSE,"['Nomor', 'Nomor', 'Telepon', 'aku', 'yang', 'baru', 'itu', '08151026376']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Phone_Number']"
15,1/1/2024,9:10,Dina,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
16,1/1/2024,9:15,Gina,Ada yang tahu cara urus data Nomor Faks? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Faks', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
17,1/1/2024,9:20,Eka,Aku lagi tambahkan data Riwayat Pendidikan ke sistem. Semoga prosesnya lancar.,FALSE,"['Aku', 'lagi', 'tambahkan', 'data', 'Riwayat', 'Pendidikan', 'ke', 'sistem', 'Semoga', 'prosesnya', 'lancar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
18,1/1/2024,9:25,Eka,"Kemarin urus ulang Nomor Paspor, nomor barunya adalah 8510105505.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'Paspor', 'nomor', 'barunya', 'adalah', '8510105505']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
19,1/1/2024,9:30,Eka,"Aku baru beli kendaraan baru, plat nomornya B 9870 XYZ, warna merah.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '9870', 'XYZ', 'warna', 'merah']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate', 'O', 'B_Asset']"
20,1/1/2024,9:35,Budi,Ada yang tahu cara urus data Lokasi Aktivitas Digital? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Lokasi', 'Aktivitas', 'Digital', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
21,1/1/2024,9:40,Ari,"Aku baru update data Nama Lengkap. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Lengkap', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
22,1/1/2024,9:45,Budi,"Kemarin urus ulang Nomor NPWP, nomor barunya adalah 9551818536.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'NPWP', 'nomor', 'barunya', 'adalah', '9551818536']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
23,1/1/2024,9:50,Budi,Ada yang tahu cara urus data Lokasi Aktivitas Digital? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Lokasi', 'Aktivitas', 'Digital', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
24,1/1/2024,9:55,Cindy,Ada yang tahu cara urus data Nomor Kartu Kredit/Debit? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Kartu', 'Kredit', 'Debit', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
25,1/1/2024,10:00,Budi,"Kemarin urus ulang Nomor BPJS, nomor barunya adalah 4453233756.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'BPJS', 'nomor', 'barunya', 'adalah', '4453233756']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
26,1/1/2024,10:05,Eka,"Data Tempat Lahir aku sudah diverifikasi, jadi gak ada masalah lagi sekarang.",FALSE,"['Data', 'Tempat', 'Lahir', 'aku', 'sudah', 'diverifikasi', 'jadi', 'gak', 'ada', 'masalah', 'lagi', 'sekarang']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
27,1/1/2024,10:10,Budi,"Kemarin urus ulang Nomor KTP, nomor barunya adalah 9646904857.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'KTP', 'nomor', 'barunya', 'adalah', '9646904857']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
28,1/1/2024,10:15,Eka,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
29,1/1/2024,10:20,Ari,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
30,1/1/2024,10:25,Cindy,"Aku baru update data Nama Lengkap. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Lengkap', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
31,1/1/2024,10:30,Dina,"Barusan pindah ke alamat baru, yaitu Jl. Mawar No. 63.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Mawar', 'No', '63']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
32,1/1/2024,10:35,Cindy,Nomor Nomor Ponsel aku yang baru itu 08174955782.,FALSE,"['Nomor', 'Nomor', 'Ponsel', 'aku', 'yang', 'baru', 'itu', '08174955782']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Phone_Number']"
33,1/1/2024,10:40,Budi,Ada yang tahu cara urus data Nomor Induk Pegawai (NIP)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Pegawai', 'NIP', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
34,1/1/2024,10:45,Budi,"Aku baru buka rekening baru, nomornya 5493157211 di Bank ABC.",FALSE,"['Aku', 'baru', 'buka', 'rekening', 'baru', 'nomornya', '5493157211', 'di', 'Bank', 'ABC']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Account', 'O', 'O', 'O']"
35,1/1/2024,10:50,Ari,Ada yang tahu cara urus data Agama? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Agama', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
36,1/1/2024,10:55,Gina,Ada yang tahu cara urus data Nomor Akun Aset Keuangan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Akun', 'Aset', 'Keuangan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
37,1/1/2024,11:00,Budi,Ada yang tahu cara urus data Nomor JKN? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'JKN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
38,1/1/2024,11:05,Gina,"Aku baru buka rekening baru, nomornya 7809899829 di Bank ABC.",FALSE,"['Aku', 'baru', 'buka', 'rekening', 'baru', 'nomornya', '7809899829', 'di', 'Bank', 'ABC']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Account', 'O', 'O', 'O']"
39,1/1/2024,11:10,Budi,Ada yang tahu cara urus data Media Sosial? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Media', 'Sosial', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
40,1/1/2024,11:15,Eka,"Kemarin urus ulang Nomor Paspor, nomor barunya adalah 7787570740.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'Paspor', 'nomor', 'barunya', 'adalah', '7787570740']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
41,1/1/2024,11:20,Gina,Nomor Nomor Ponsel aku yang baru itu 08180386895.,FALSE,"['Nomor', 'Nomor', 'Ponsel', 'aku', 'yang', 'baru', 'itu', '08180386895']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Phone_Number']"
42,1/1/2024,11:25,Gina,"Aku baru update data Nama Panggilan. Detailnya sekarang sudah benar, loh.",FALSE,"['Aku', 'baru', 'update', 'data', 'Nama', 'Panggilan', 'Detailnya', 'sekarang', 'sudah', 'benar', 'loh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
43,1/1/2024,11:30,Ari,Ada yang tahu cara urus data Status Sosial? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Status', 'Sosial', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
44,1/1/2024,11:35,Cindy,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
45,1/1/2024,11:40,Dina,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
46,1/1/2024,11:45,Cindy,"Barusan pindah ke alamat baru, yaitu Jl. Kenanga No. 87.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Kenanga', 'No', '87']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
47,1/1/2024,11:50,Budi,Nomor Nomor Telepon aku yang baru itu 08137949196.,FALSE,"['Nomor', 'Nomor', 'Telepon', 'aku', 'yang', 'baru', 'itu', '08137949196']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Phone_Number']"
48,1/1/2024,11:55,Eka,Ada yang tahu cara urus data Nomor Induk Siswa Nasional (NISN)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Siswa', 'Nasional', 'NISN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
49,1/1/2024,12:00,Gina,Ada yang tahu cara urus data Nomor Sertifikat Rumah/Properti? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Rumah', 'Properti', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
50,1/1/2024,12:05,Ari,Aku lagi tambahkan data Riwayat Pendidikan ke sistem. Semoga prosesnya lancar.,FALSE,"['Aku', 'lagi', 'tambahkan', 'data', 'Riwayat', 'Pendidikan', 'ke', 'sistem', 'Semoga', 'prosesnya', 'lancar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
51,1/1/2024,12:10,Gina,Ada yang tahu cara urus data Status Perkawinan? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Status', 'Perkawinan', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
52,1/1/2024,12:15,Gina,Ada yang tahu cara urus data Nomor Sertifikat Tanah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Tanah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
53,1/1/2024,12:20,Dina,Ada yang tahu cara urus data Nomor Induk Siswa Nasional (NISN)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Siswa', 'Nasional', 'NISN', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
54,1/1/2024,12:25,Dina,"Kemarin urus ulang Nomor Paspor, nomor barunya adalah 4858652446.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'Paspor', 'nomor', 'barunya', 'adalah', '4858652446']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
55,1/1/2024,12:30,Gina,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
56,1/1/2024,12:35,Budi,"Aku baru beli kendaraan baru, plat nomornya B 3529 XYZ, warna biru.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '3529', 'XYZ', 'warna', 'biru']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate', 'O', 'B_Asset']"
57,1/1/2024,12:40,Eka,Ada yang tahu cara urus data Nomor Induk Pegawai (NIP)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Pegawai', 'NIP', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
58,1/1/2024,12:45,Budi,Ada yang tahu cara urus data Lokasi Aktivitas Digital? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Lokasi', 'Aktivitas', 'Digital', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
59,1/1/2024,12:50,Budi,Ada yang tahu cara urus data Nomor Sertifikat Rumah/Properti? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Rumah', 'Properti', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
60,1/1/2024,12:55,Eka,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
61,1/1/2024,13:00,Dina,Ada yang tahu cara urus data Nomor Induk Pegawai (NIP)? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Induk', 'Pegawai', 'NIP', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,1/1/2024,13:05,Ari,"Barusan pindah ke alamat baru, yaitu Jl. Melati No. 29.",FALSE,"['Barusan', 'pindah', 'ke', 'alamat', 'baru', 'yaitu', 'Jl', 'Melati', 'No', '29']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Address', 'I_Address', 'I_Address', 'I_Address']"
63,1/1/2024,13:10,Cindy,Ada yang tahu cara urus data Alamat Email? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Alamat', 'Email', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
64,1/1/2024,13:15,Budi,"Kemarin urus ulang Nomor BPJS, nomor barunya adalah 9912137634.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'BPJS', 'nomor', 'barunya', 'adalah', '9912137634']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
65,1/1/2024,13:20,Eka,Aku lagi tambahkan data Riwayat Pendidikan ke sistem. Semoga prosesnya lancar.,FALSE,"['Aku', 'lagi', 'tambahkan', 'data', 'Riwayat', 'Pendidikan', 'ke', 'sistem', 'Semoga', 'prosesnya', 'lancar']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,1/1/2024,13:25,Dina,Ada yang tahu cara urus data Nomor Sertifikat Rumah/Properti? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Rumah', 'Properti', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
67,1/1/2024,13:30,Dina,Ada yang tahu cara urus data Status Sosial? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Status', 'Sosial', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
68,1/1/2024,13:35,Eka,"Aku baru buka rekening baru, nomornya 6993232904 di Bank ABC.",FALSE,"['Aku', 'baru', 'buka', 'rekening', 'baru', 'nomornya', '6993232904', 'di', 'Bank', 'ABC']","['O', 'O', 'O', 'O', 'O', 'O', 'B_Account', 'O', 'O', 'O']"
69,1/1/2024,13:40,Gina,"Kemarin urus ulang Nomor SIM, nomor barunya adalah 5317993897.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'SIM', 'nomor', 'barunya', 'adalah', '5317993897']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
70,1/1/2024,13:45,Dina,"Aku baru beli kendaraan baru, plat nomornya B 7909 XYZ, warna biru.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '7909', 'XYZ', 'warna', 'biru']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate', 'O', 'B_Asset']"
71,1/1/2024,13:50,Eka,Ada yang tahu cara urus data Nomor Sertifikat Rumah/Properti? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Sertifikat', 'Rumah', 'Properti', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,1/1/2024,13:55,Gina,"Kemarin urus ulang Nomor Paspor, nomor barunya adalah 3501519443.",FALSE,"['Kemarin', 'urus', 'ulang', 'Nomor', 'Paspor', 'nomor', 'barunya', 'adalah', '3501519443']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_SSN']"
73,1/1/2024,14:00,Gina,Ada yang tahu cara urus data Nomor Telepon Rumah? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Telepon', 'Rumah', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,1/1/2024,14:05,Ari,Ada yang tahu cara urus data Nomor Seri Barang Berharga? Aku lagi butuh info nih.,FALSE,"['Ada', 'yang', 'tahu', 'cara', 'urus', 'data', 'Nomor', 'Seri', 'Barang', 'Berharga', 'Aku', 'lagi', 'butuh', 'info', 'nih']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,1/1/2024,14:10,Eka,"Aku baru beli kendaraan baru, plat nomornya B 8281 XYZ, warna hitam.",FALSE,"['Aku', 'baru', 'beli', 'kendaraan', 'baru', 'plat', 'nomornya', 'B', '8281', 'XYZ', 'warna', 'hitam']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_Plate', 'I_Plate', 'I_Plate', 'O', 'B_Asset']"
